image_path,class_name
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_403maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (360).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1475maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1548maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (717).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2060maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1307maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_77maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (829).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_692maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1314maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_473maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_967maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_82maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (61).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_829maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (718).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1661maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_653maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_828maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_318maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (984).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1614maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_128maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_301maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (750).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1570maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_218maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_823maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (43).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (1024).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_24maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_909maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1545maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (71).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1687maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (244).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (629).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (19).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1792maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1839maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (77).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1443maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1596maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (375).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1337maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_496maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_89maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (302).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2215maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_785maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (631).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_494maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_806maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_523maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (847).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_818maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1373maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1503maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1310maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2101maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_517maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_323maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (1073).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_501maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (457).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1873maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2052maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1855maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1723maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_373maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (792).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_788maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1701maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (1023).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (865).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_256maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_38maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1188maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_123maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_970maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1453maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_984maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_246maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_151maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (49).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1156maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_989maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (1062).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (852).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_103maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_456maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_786maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (228).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1353maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (7).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1359maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_434maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (337).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2369maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_961maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_12maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (361).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_519maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_848maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_663maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1535maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1874maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1055maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_986maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (946).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (897).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1490maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_487maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (174).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_892maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_561maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1212maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1734maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (36).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2254maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_844maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_831maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2019maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (580).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (845).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2306maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (690).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_860maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (368).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_694maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1078maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_796maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1727maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_906maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2324maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1057maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2186maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_439maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_123maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (814).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_594maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_511maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_516maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1158maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (162).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (595).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_343maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_705maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1394maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1965maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_150maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_228maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (63).jpg,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (921).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_1190maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_2011maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (783).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/PlantVillage_Corn_Blight (211).JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_881maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_560maize_train_leaf blight.JPG,Northern_Corn_Leaf_Blight
/content/maize-disease-detection/data/processed/Northern_Corn_Leaf_Blight/Mendeley_294maize_valid_leaf blight.JPG,Northern_Corn_Leaf_Blight
